# board=.../Projeto 1/Projeto 1.bot.etch.tap
# tool size=0.177800
# pass=1
-17.71466,17.09411,-17.71466,17.73589
-17.71466,17.73589,-17.26085,18.18970
-17.26085,18.18970,-16.61907,18.18970
-16.61907,18.18970,-16.16526,17.73589
-16.16526,17.73589,-16.16526,17.09411
-16.16526,17.09411,-16.61907,16.64030
-16.61907,16.64030,-17.26085,16.64030
-17.26085,16.64030,-17.71466,17.09411
-15.17466,17.09411,-15.17466,17.73589
-15.17466,17.73589,-14.72085,18.18970
-14.72085,18.18970,-14.07907,18.18970
-14.07907,18.18970,-13.62526,17.73589
-13.62526,17.73589,-13.62526,17.09411
-13.62526,17.09411,-14.07907,16.64030
-14.07907,16.64030,-14.72085,16.64030
-14.72085,16.64030,-15.17466,17.09411
-3.10966,17.09411,-3.10966,17.73589
-3.10966,17.73589,-2.65585,18.18970
-2.65585,18.18970,-2.01407,18.18970
-2.01407,18.18970,-1.56026,17.73589
-1.56026,17.73589,-1.56026,17.09411
-1.56026,17.09411,-2.01407,16.64030
-2.01407,16.64030,-2.65585,16.64030
-2.65585,16.64030,-3.10966,17.09411
-10.72966,17.09411,-10.72966,17.73589
-10.72966,17.73589,-10.27585,18.18970
-10.27585,18.18970,-9.63407,18.18970
-9.63407,18.18970,-9.18026,17.73589
-9.18026,17.73589,-9.18026,17.09411
-9.18026,17.09411,-9.63407,16.64030
-9.63407,16.64030,-10.27585,16.64030
-10.27585,16.64030,-10.72966,17.09411
-17.71466,25.98411,-17.71466,26.62589
-17.71466,26.62589,-17.26085,27.07970
-17.26085,27.07970,-16.61907,27.07970
-16.61907,27.07970,-16.16526,26.62589
-16.16526,26.62589,-16.16526,25.98411
-16.16526,25.98411,-16.61907,25.53030
-16.61907,25.53030,-17.26085,25.53030
-17.26085,25.53030,-17.71466,25.98411
-15.17466,25.98411,-15.17466,26.62589
-15.17466,26.62589,-14.72085,27.07970
-14.72085,27.07970,-14.07907,27.07970
-14.07907,27.07970,-13.62526,26.62589
-13.62526,26.62589,-13.62526,25.98411
-13.62526,25.98411,-14.07907,25.53030
-14.07907,25.53030,-14.72085,25.53030
-14.72085,25.53030,-15.17466,25.98411
-3.10966,25.98411,-3.10966,26.62589
-3.10966,26.62589,-2.65585,27.07970
-2.65585,27.07970,-2.01407,27.07970
-2.01407,27.07970,-1.56026,26.62589
-1.56026,26.62589,-1.56026,25.98411
-1.56026,25.98411,-2.01407,25.53030
-2.01407,25.53030,-2.65585,25.53030
-2.65585,25.53030,-3.10966,25.98411
-10.72966,25.98411,-10.72966,26.62589
-10.72966,26.62589,-10.27585,27.07970
-10.27585,27.07970,-9.63407,27.07970
-9.63407,27.07970,-9.18026,26.62589
-9.18026,26.62589,-9.18026,25.98411
-9.18026,25.98411,-9.63407,25.53030
-9.63407,25.53030,-10.27585,25.53030
-10.27585,25.53030,-10.72966,25.98411
-17.71466,34.23911,-17.71466,34.88089
-17.71466,34.88089,-17.26085,35.33470
-17.26085,35.33470,-16.61907,35.33470
-16.61907,35.33470,-16.16526,34.88089
-16.16526,34.88089,-16.16526,34.23911
-16.16526,34.23911,-16.61907,33.78530
-16.61907,33.78530,-17.26085,33.78530
-17.26085,33.78530,-17.71466,34.23911
-15.17466,34.23911,-15.17466,34.88089
-15.17466,34.88089,-14.72085,35.33470
-14.72085,35.33470,-14.07907,35.33470
-14.07907,35.33470,-13.62526,34.88089
-13.62526,34.88089,-13.62526,34.23911
-13.62526,34.23911,-14.07907,33.78530
-14.07907,33.78530,-14.72085,33.78530
-14.72085,33.78530,-15.17466,34.23911
-3.10966,34.23911,-3.10966,34.88089
-3.10966,34.88089,-2.65585,35.33470
-2.65585,35.33470,-2.01407,35.33470
-2.01407,35.33470,-1.56026,34.88089
-1.56026,34.88089,-1.56026,34.23911
-1.56026,34.23911,-2.01407,33.78530
-2.01407,33.78530,-2.65585,33.78530
-2.65585,33.78530,-3.10966,34.23911
-10.72966,34.23911,-10.72966,34.88089
-10.72966,34.88089,-10.27585,35.33470
-10.27585,35.33470,-9.63407,35.33470
-9.63407,35.33470,-9.18026,34.88089
-9.18026,34.88089,-9.18026,34.23911
-9.18026,34.23911,-9.63407,33.78530
-9.63407,33.78530,-10.27585,33.78530
-10.27585,33.78530,-10.72966,34.23911
-8.72926, 4.60066,-8.72926, 7.36934
-8.72926, 7.36934,-8.69505, 7.58533
-8.69505, 7.58533,-8.62748, 7.79331
-8.62748, 7.79331,-8.52820, 7.98815
-8.52820, 7.98815,-8.39966, 8.16507
-8.39966, 8.16507,-8.24503, 8.31970
-8.24503, 8.31970,-8.06811, 8.44823
-8.06811, 8.44823,-7.87327, 8.54751
-7.87327, 8.54751,-7.66529, 8.61509
-7.66529, 8.61509,-7.44930, 8.64930
-7.44930, 8.64930,-7.23062, 8.64930
-7.23062, 8.64930,-7.01463, 8.61509
-7.01463, 8.61509,-6.80665, 8.54751
-6.80665, 8.54751,-6.61181, 8.44823
-6.61181, 8.44823,-6.43489, 8.31970
-6.43489, 8.31970,-6.28026, 8.16507
-6.28026, 8.16507,-6.15172, 7.98815
-6.15172, 7.98815,-6.05245, 7.79331
-6.05245, 7.79331,-5.98487, 7.58533
-5.98487, 7.58533,-5.95066, 7.36934
-5.95066, 7.36934,-5.95066, 4.60066
-5.95066, 4.60066,-5.98487, 4.38467
-5.98487, 4.38467,-6.05245, 4.17669
-6.05245, 4.17669,-6.15172, 3.98185
-6.15172, 3.98185,-6.28026, 3.80493
-6.28026, 3.80493,-6.43489, 3.65030
-6.43489, 3.65030,-6.61181, 3.52176
-6.61181, 3.52176,-6.80665, 3.42248
-6.80665, 3.42248,-7.01463, 3.35491
-7.01463, 3.35491,-7.23062, 3.32070
-7.23062, 3.32070,-7.44930, 3.32070
-7.44930, 3.32070,-7.66529, 3.35491
-7.66529, 3.35491,-7.87327, 3.42248
-7.87327, 3.42248,-8.06811, 3.52176
-8.06811, 3.52176,-8.24503, 3.65030
-8.24503, 3.65030,-8.39966, 3.80493
-8.39966, 3.80493,-8.52820, 3.98185
-8.52820, 3.98185,-8.62748, 4.17669
